rollNo,studentName,math,physics,chemistry,grade
519315,Taylor Little,28,52,18,F
500367,Nancy Bailey,46,23,82,D
575691,Natasha Peterson,34,55,65,C
514818,Rachel Stevenson,42,51,64,C
512431,Thomas Rogers,20,89,84,B
575668,Michael Mcdonald,86,25,81,B
540926,Sarah Morris,72,31,91,B
592183,Jesse Walters,15,67,74,C
566162,Elizabeth Powell,27,71,55,C
526223,Terrence Woods,37,55,72,C
530766,Tanner Moore,73,51,63,B
553801,Dustin Rivera,38,76,57,C
516839,Elizabeth Stewart,90,10,74,C
504913,Sara Reynolds,52,42,27,D
589084,Todd Gonzalez,64,91,34,B
531247,Pamela Branch,64,92,42,B
533665,Thomas Vargas,88,59,42,B
507697,Joshua Mcclure,40,24,64,D
521441,William Moore,66,73,88,B+
574194,Michelle Martinez,66,39,26,D
541320,Claudia Baker,42,95,21,C
540880,Cindy Gomez,94,57,95,A
571857,Daniel Ramos,13,49,98,C
566397,Ashley Alvarez,28,62,21,D
574739,David Reeves,15,95,70,C
576476,Wesley Wright,63,25,18,D
507475,James Morrow,66,12,27,D
533201,Renee Hill,83,45,60,B
506734,Dawn Gonzales,24,58,72,C
515580,Heather Pollard,37,88,66,B
518279,Dennis Case,77,50,89,B+
577758,Brian James,14,33,55,D
504674,Christine Taylor,44,68,56,C
594197,Michael Hall,56,42,43,D
573800,Edward Robertson,90,12,35,D
587138,Kelsey Murphy,27,99,86,B
532917,Rachel Young,46,36,15,F
536279,Autumn Perez,50,52,53,C
591108,Joseph Tucker,79,25,73,C
548851,Luke Andrade,63,81,39,B
586439,Catherine Hughes,28,22,86,D
564158,Timothy Alexander,40,57,91,B
519302,Melinda Patterson,88,30,66,B
571879,Scott Martinez,25,74,39,D
540842,Randall Garcia,61,39,26,D
511331,Justin Hayes,86,41,31,C
587696,Katelyn Harris,91,96,22,B
542262,Joseph Gonzales,67,34,62,C
504712,Christopher Robinson,79,35,22,D
544240,Tanya Small,23,92,54,C
524142,Joshua Holmes,53,40,18,D
591429,Heather Gonzalez,44,15,82,D
575219,Judith Benson,56,72,86,B+
509740,Thomas Vaughan,95,66,62,B+
547123,Sean Serrano,95,31,86,B
525428,Monica Crane,25,65,64,C
570782,Richard Atkinson,85,64,49,B
594412,Jon Bell,14,19,99,D
504966,Tanya Chambers,55,95,60,B
532062,Dr. Denise Jacobson DDS,81,78,71,B+
568996,Jeffrey Mason,59,24,60,D
568796,Laurie Jimenez,77,17,59,C
523012,Katie Rose,26,90,90,B
572244,Nathaniel Ellis,59,31,41,D
557114,Catherine Gonzalez,88,85,95,A
556461,Joseph Wright,14,77,29,D
571842,Andrew Cooper,44,28,88,C
549361,David Wang,66,95,62,B+
585712,Grace Randolph,85,40,67,B
586806,Collin Carpenter,25,60,13,F
516093,Katrina Willis,45,15,60,D
589484,Todd Graham,43,30,61,D
529691,Travis Douglas,12,77,23,D
598388,Dustin Collins,43,63,69,C
582214,Christopher Allen,89,86,58,B+
534031,Jamie Reynolds,100,99,11,B
566078,George Mcdaniel,97,83,11,B
514337,Bethany Hayes,59,87,47,B
540315,Emily Flores,98,35,43,C
575048,Tyler Padilla,38,18,44,D
519974,Kelly Richardson,88,43,92,B+
541185,Matthew Stewart,32,56,20,D
580221,Anthony Allen,82,75,45,B
567928,Rebecca Brewer,81,51,59,B
531073,Andrew Fletcher,76,53,88,B+
535380,Charles Evans,21,78,10,D
590273,Lauren Ross,66,41,69,C
543098,Steven Duncan,72,81,83,B+
536741,Henry Baxter,81,45,45,C
503596,Zachary Harrison,74,11,71,C
583937,Timothy Martin,81,97,98,A+
565904,Michael Warren,84,41,84,B
571834,Glenda Ward,97,68,63,B+
548246,Andrew Merritt,90,12,14,D
505755,Scott Horne,77,12,51,D
532623,Joseph Garner,12,29,65,D
596770,Dustin Dean,93,14,46,C
583242,Christopher Murphy,64,21,38,D
566879,Danielle Marsh,48,36,68,D
540178,Paul Gray,51,42,29,D
519756,Kevin Hicks,67,56,19,D
515786,Nancy Norris,25,58,42,D
593395,Emma Hernandez MD,57,39,59,C
584346,Kevin Walters,50,24,100,C
572102,Anthony Johnson,87,26,37,D
528019,Steven Davis,39,93,77,B
519013,Meagan White,58,85,56,B
545575,Lisa Lawrence,16,36,66,D
558330,Curtis Cannon,28,86,89,B
519857,Jenny Miller,74,78,100,A
577268,Karen Edwards,21,18,82,D
517404,Shawn Smith,94,73,74,B+
595929,Kristina Carpenter,29,12,12,F
525513,Grant Clayton Jr.,22,73,85,C
510315,Joseph Welch,45,67,91,B
509042,Bryan Donovan,34,51,35,D
513903,Debra Patterson,73,53,25,D
536980,Jonathan Ferguson MD,36,34,55,D
525690,Marie Williams,100,33,58,B
546218,Jose Ali,92,69,38,B
585035,Marcus Miller,99,33,89,B+
560850,Sue Hodges,24,35,94,C
537779,Jack Navarro,96,53,51,B
595455,Laura Henry,65,23,78,C
587065,Paul Acosta,24,39,44,D
597593,Andrew Alexander,64,81,22,C
537950,Mr. Jared Jackson,79,13,45,D
542938,Gabriel Morgan,94,70,54,B+
579896,Michael Gould,98,16,55,C
541685,Arthur Cook,32,11,77,D
533986,Erin Hamilton,58,48,20,D
586290,Kathleen Shea MD,25,64,69,C
566434,Richard Farrell,77,83,91,A
578153,William Preston,70,28,46,D
557050,Anthony Smith,95,35,27,C
598470,Daniel Jones,91,87,39,B+
520632,Matthew Monroe,60,87,30,C
582499,Joseph Bird,74,31,64,C
514771,Eric West,92,98,44,B+
543309,Jennifer Miller,30,62,53,D
527046,Stacey Carter,31,32,72,D
571526,Mark Jordan,77,54,95,B+
551213,Jerry Reynolds,96,89,28,B+
522090,Tyler Johnson,70,84,65,B+
569210,Teresa Bonilla MD,85,11,45,D
506620,Lindsey Ramirez,29,98,89,B+
584459,Christine Brown,53,39,47,D
538319,Alexandria Gonzales,13,18,12,F
534268,Debra Knox,18,85,35,D
571690,Curtis Curtis,77,71,58,B
531137,Rebecca James,64,15,26,D
506587,Jordan Welch,17,10,40,F
581033,Rachel Page,75,75,83,B+
595418,Samuel Vega,34,19,29,F
590025,Alexander Friedman,85,87,55,B+
542653,Michael Sandoval,40,19,65,D
563795,Mary Thompson,50,41,64,C
546114,Kimberly Burton,12,78,90,C
510068,Michael Foster,78,12,74,C
526891,Crystal Lopez,92,75,65,B+
511779,Katrina Patterson,90,65,48,B
544909,Jesus Marsh,35,95,36,C
570484,Jeremy Anderson,75,98,31,B
540914,Whitney Bautista,22,30,70,D
547035,Kristine Wilson,62,70,22,C
529573,Heidi Jenkins,87,20,31,D
518964,Daniel Franklin,14,94,31,D
517118,Kayla Nelson,68,76,81,B+
580999,Amber Brown,27,89,89,B
599750,David Davis,44,57,44,D
594275,Kristin Williams,61,75,37,C
523924,James Simmons,54,97,64,B+
500856,Preston Mitchell,72,71,99,B+
540729,Rachel Lopez,38,66,72,C
525037,Ryan Ramos,67,22,43,D
507389,Greg Brooks,51,55,15,D
583692,Morgan Kim,16,92,36,D
563132,Shane Smith,21,55,21,F
545512,Todd Bradley,22,34,57,D
543050,Joseph Savage,85,97,86,A
539076,Donna James,52,36,78,C
503394,Sara Wang,19,83,39,D
540475,Sydney Bray,39,63,32,D
523749,Mercedes Nguyen,47,58,67,C
537213,Jaime Edwards,23,16,80,D
511450,Brian Davis PhD,76,31,65,C
596228,Micheal Dixon,34,96,94,B+
547247,Vincent Garrett,23,36,36,F
524195,Edward Campbell,83,36,36,C
536095,Elizabeth Green,53,77,78,B
557103,Breanna Buchanan,21,19,98,D
540495,Douglas Massey,31,70,88,B
507512,Michael Valentine III,16,10,96,D
591929,David Escobar,16,14,39,F
531089,James Norman,72,12,52,D
558728,Martha Lewis,98,53,14,C
551586,Johnny Ellis,78,45,79,B
537145,Belinda Holden,67,97,64,B+
586837,Scott Landry,93,77,76,A
513814,Tyler Harrell,14,78,81,C
532475,Amanda Jordan,30,76,47,C
595016,Stephanie Rodriguez,71,45,16,D
510917,Carrie Munoz DDS,54,73,55,C
577411,Derek Maddox,55,73,31,C
536213,Ian Mcdonald,46,69,66,C
575650,Aaron Krueger,73,67,38,C
533283,Christina Wyatt,52,42,84,C
571708,Charles Evans,85,81,95,A
595959,Thomas Clark,36,67,99,B
578776,Melissa Christensen,59,19,80,C
534873,William Clayton,57,47,14,D
573498,Caroline Stanley,48,69,50,C
585938,Richard Tapia,60,53,93,B
529685,Brian Castillo,85,16,38,D
585016,Marilyn Williams,43,48,45,D
581723,Jasmine Davis,65,19,91,C
551152,Mrs. Amber Ramos MD,65,46,72,B
567934,Joseph Kelley,100,16,90,B
569762,Steven Montes,50,23,65,D
509644,Margaret Cross,16,47,40,D
518048,Denise Smith,46,18,84,D
571790,Grace Clark,46,70,74,B
583973,Jacob Mann,55,92,30,C
572294,Patricia Vazquez,51,56,97,B
554547,Jessica Ramirez,60,75,61,B
545219,Alexandra Gomez,78,38,73,B
578793,Jennifer Nguyen,53,100,30,B
514170,Jacob Benson,45,58,33,D
576165,Lisa Archer,26,59,76,C
562924,Roberto Stephens,53,48,93,B
532433,John Graham,34,22,69,D
580133,Teresa Jackson,74,41,24,D
590737,Julia Nichols,90,51,82,B+
519341,Alicia Lopez,51,24,70,D
544131,Raymond Mitchell,88,48,15,D
517291,Cindy Nelson,61,92,52,B
546153,Teresa Bender,98,56,62,B+
545530,Courtney Barr,93,34,54,C
588558,Gary Dillon,99,68,89,A
590544,Kathleen Ali,95,79,90,A
514215,Teresa Dickson,31,80,50,C
528482,Joshua Davis,42,29,27,F
555784,Christopher Newman,49,43,45,D
549515,Michael Poole,71,94,13,C
507350,Danielle Watkins,97,23,83,B
591294,Ian Morales,48,44,27,D
553571,Kirk Oconnell,24,76,23,D
526651,Adam Patel,15,53,34,D
525330,Darrell Wong,56,26,83,C
521328,Eric Hernandez,67,60,22,D
591693,Mallory Gomez,19,69,65,C
522456,Dr. Mary Smith,44,30,61,D
527250,Sally Morton,65,75,74,B+
512918,Juan Rivera,19,18,91,D
530512,Rachel Gonzalez,83,41,19,D
549016,Brian Hill,88,19,23,D
541894,Matthew Boone,59,39,82,C
560068,Dr. Ryan Arnold PhD,67,84,97,A
575327,Colleen Carter,89,49,96,B+
575519,Neil Cunningham,53,23,22,F
572833,Julie Hobbs,30,49,63,D
570041,Alexis Merritt,97,78,79,A
593712,Travis Garcia,75,59,86,B+
506367,Blake Chan,24,79,41,D
548631,Michelle Young,40,38,13,F
531658,Brian Dennis,33,69,11,D
562781,Laura Townsend,80,41,72,B
522550,Alicia Soto,34,22,40,F
525005,Heather Bean,21,44,53,D
518805,Christina Rojas,14,70,64,D
555607,Samantha Conway,86,45,90,B+
565858,Anthony Parker,72,36,78,B
570450,Robert Sharp,23,68,91,C
524173,Charles Washington,93,37,49,C
564704,Sarah Robinson,43,37,15,F
554078,Michael Shaffer,81,98,68,A
570957,Robert Hayes,26,52,52,D
517101,Carla Leon,77,56,46,C
513565,Harry Jones,91,24,19,D
511765,Brian Mullins,54,37,43,D
500869,Kendra Moran,21,65,60,D
589756,Thomas Robinson,50,22,88,C
502371,Andrew Miller,50,71,81,B
527766,Roger Caldwell,95,23,80,B
509985,Anita Rice,63,26,72,C
525972,Theresa Atkins,18,61,53,D
528216,Mary Young,52,71,81,B
587049,Lisa Jackson,27,21,68,D
515258,Daniel Anderson,93,99,95,A+
506014,Gloria Brock,91,85,35,B
517027,Kevin Moyer,78,39,73,B
509337,Beverly Stanley,52,95,23,C
526732,Lisa Gould,23,64,52,D
586996,Denise Evans,65,25,41,D
504136,Catherine Bell,74,90,87,A
536561,Jim Cardenas,56,47,85,B
596441,Christine Alvarez,13,48,55,D
542918,Roberto Hurst,72,78,23,C
540843,Seth Jones,65,93,56,B+
509684,Jonathan Garcia,99,84,46,B+
570054,Julie Hayes,58,45,51,C
579810,James Nelson,32,10,68,D
554207,Dale Small,15,10,61,F
529743,Samantha Cruz,73,54,42,C
533628,Kellie Miller,33,85,66,B
570976,Alyssa Snyder,25,100,29,C
559442,Vickie Warren,20,62,77,C
520233,Kyle Anderson,30,79,72,C
581300,Vicki Davis,56,25,25,D
577463,Willie Thomas,54,83,48,B
526381,Stacy Church,88,17,20,D
551439,Christopher Dillon,100,49,67,B+
574889,Heather Fernandez,25,39,99,C
542637,Jason Young,53,79,49,C
565053,Kenneth Wood,70,88,28,B
516977,Michelle Howard,84,51,46,C
566812,Michael Mora,69,68,41,C
589994,Grace Miles,24,43,100,C
534403,Kristen Martinez MD,12,55,36,D
533518,Scott Mitchell,28,51,81,C
580378,Derrick Hart,90,78,88,A
516385,Allison Turner,38,15,92,D
502749,Eric Barry,10,84,70,C
501898,Darren Rowe,34,78,53,C
509235,Charles Carroll,47,83,71,B
502377,Timothy Wang,54,57,66,C
577046,Lisa Rogers,26,79,32,D
565558,Samantha Dillon,86,45,17,D
580291,Jared Taylor,68,60,51,C
522063,Jessica Guerrero,21,12,38,F
581596,Sandra Johnson,96,29,62,B
514236,Ryan Green,40,88,53,C
507364,Alyssa Greer,87,94,84,A
503681,Michael Tucker,36,91,22,D
556517,Mrs. Alexandra Gutierrez,96,58,46,B
529894,Marcus Brown,19,30,100,D
573459,Marcus Allen,68,33,10,D
537602,Mallory Washington,25,83,35,D
522033,Christine Robinson,77,96,50,B+
545483,Laura Ortiz,26,96,99,B+
594517,Jeffery Blair,99,51,33,B
577039,Keith Mendez,34,49,100,B
579823,Aaron Schneider,15,66,53,D
502232,Joseph Bass,41,17,89,D
582351,John Mcclure,71,31,88,B
585857,Dana Morales,80,12,17,D
554779,Nicholas Jefferson,41,93,82,B+
554030,Karen Rodriguez,18,54,19,F
554568,Amy Reed,60,89,86,B+
501876,Brandon Glover,83,83,77,A
590063,William Owens,92,37,16,D
597284,Eduardo Acosta,18,84,61,C
576502,Tammy Watkins,34,69,73,C
568264,Theresa Dougherty,92,84,19,B
594106,Joel Ryan,38,74,12,D
527891,John Owen,31,52,70,C
591883,Steven Sharp,74,40,26,D
587395,Lauren Armstrong,16,23,61,D
579265,Seth Thomas,80,74,18,C
529585,Patrick Rich,34,43,95,C
553573,Jeffery Scott,95,78,73,A
508475,Joseph Baker,61,83,43,B
573135,Jesse Henry,34,60,47,D
555840,Jimmy Navarro,31,97,48,C
504334,David Mata,15,26,29,F
569442,Dominique Moreno,50,31,10,F
523808,Susan Leonard,81,96,62,B+
551691,Christina Collins,80,56,82,B+
594108,James Moore,18,59,32,D
599560,Sarah Tucker,11,99,85,B
575253,Lauren Smith,47,52,21,D
587302,Justin Scott,41,13,53,D
542154,Bryan Powell,56,44,59,C
567641,Ryan Jenkins,98,59,64,B+
566321,William Rose,22,100,18,D
574892,Cynthia Newton,58,71,81,B
587461,Jordan Brown,97,45,100,B+
540882,Hayden Kramer,92,47,63,B
579623,Erica Yang,99,92,92,A+
512682,Nicole Vaughn,39,95,35,C
574738,Shawn Flores,57,90,62,B
515633,Beth White,32,50,50,D
525905,Kathleen Ramos,42,55,94,B
573045,Peter Klein,54,53,38,D
596992,Anthony Baker,23,84,94,B
535980,Robert Williams,51,49,67,C
538237,Jeffery Harris,97,32,31,C
500604,Barbara Browning,39,55,12,D
542232,Jordan Gibson,42,14,63,D
530964,Lori Williams,98,31,58,B
541523,Tina Johnson,70,56,38,C
562649,Catherine Casey,75,18,18,D
524785,Christopher Mclaughlin,87,90,83,A
544167,Darren Green,30,64,48,D
526441,Christopher Fields,20,23,61,D
544710,Cameron Mullins,86,96,58,B+
570738,Brittany Taylor,82,50,20,D
528610,Omar Rubio,100,29,65,B
559049,Samuel Holmes,86,56,84,B+
556938,Courtney Lawson,93,72,26,B
554147,Ronald Carr,65,51,90,B
553205,Renee Rodgers,20,51,27,F
540965,Jessica Smith,83,42,79,B
578513,Laura Shaw,77,57,53,B
524015,Rachel Parker,53,45,34,D
590748,Vickie Cruz,26,91,33,D
581212,Stephanie Cross,62,30,43,D
576363,Ernest Harris,28,87,68,B
521250,Kevin Ward,74,68,47,B
582893,Vanessa Palmer,40,80,26,D
529952,Ashley Johnson,54,11,86,D
567332,Tonya Vasquez,80,47,27,C
565255,Laura Holt,100,33,48,C
551826,Angel Davis,54,14,43,D
528077,Mary Young,37,91,24,D
523476,Cynthia Perez,23,51,95,C
503133,Christopher Dixon,12,35,16,F
520923,Jessica David,93,46,91,B+
565203,Jason Kemp,53,56,66,C
582144,Brian Rodriguez,75,91,83,A
503500,Jennifer Jensen,41,85,36,C
528867,Laura White,23,42,50,D
569109,Elizabeth Erickson,67,18,12,F
569423,Sarah Finley,94,34,73,B
532846,Aimee Powell,98,63,76,B+
599892,Olivia Ramirez,18,72,55,D
585768,David Brown,84,76,92,A
521335,Frank Kelly,59,49,97,B
590198,William Green,78,89,77,A
530306,Curtis Jones,58,66,11,D
500120,Robert Day,39,75,95,B
521657,Rachel Hansen,78,25,54,C
585987,Brittany Guerra,39,77,22,D
515297,Anthony Delgado,72,90,40,B
596434,Melanie Parsons,55,55,67,C
517611,James Espinoza,35,27,100,C
560943,Brian Strong,15,30,21,F
599043,Rachel Robles,23,68,39,D
577442,Connie Huang,60,92,93,A
580973,Paul Villarreal,45,25,42,D
533526,Linda Friedman,56,46,62,C
592063,Todd Chen,17,38,59,D
599389,Joseph Diaz,33,22,54,D
504583,Brianna Love,67,49,26,D
585879,Ian Alvarado,42,90,29,C
544556,Debra Anderson,67,15,67,D
521377,Christopher Thomas,41,20,17,F
520472,Monica Leon,65,76,14,C
532192,Jessica Bradley,71,44,50,C
506354,Laurie Anderson,83,58,32,C
594278,Rebecca Duke,39,35,51,D
532369,Trevor Lewis,29,87,12,D
535433,Troy Steele,36,68,42,D
513400,Larry Dawson,100,93,90,A+
503796,Joel Hall,30,16,83,D
516359,Melissa Walker,50,54,92,B
555199,David Villa,79,61,39,C
536870,Laura Rogers,84,27,34,D
539161,Vincent Santiago,71,91,51,B+
504362,Tyler Smith,30,29,15,F
589151,Yolanda Thomas,98,51,90,B+
512538,Scott Ross,22,10,99,D
519395,Deborah Hawkins,34,73,23,D
513410,Kimberly Henry,93,62,35,B
562265,Jasmine Nolan,89,45,10,D
578422,Theresa Aguilar,91,29,39,C
520354,April Mckay,81,80,17,C
503372,Jessica Mueller,63,50,23,D
508610,Kayla Rice,55,37,27,D
584788,Eduardo Hodges,48,69,21,D
500974,Courtney Lee,63,56,33,D
559773,Peter Maddox,71,89,90,A
522532,Amber Thompson,20,56,19,F
595789,Andrew Hernandez,70,22,77,C
578593,Danielle Hurst,35,79,94,B
503964,Phillip Wyatt MD,15,48,67,D
527819,Susan Klein,48,72,93,B+
577047,Wendy Jones,16,78,18,D
581444,Mary Fletcher,37,96,30,C
541243,Kelsey Berger,22,78,92,B
512171,Leslie Duke,56,97,33,B
533564,James Johnston,38,90,95,B+
554801,Mckenzie Romero MD,34,30,69,D
591475,Sarah Taylor,97,71,13,C
559177,Derrick Price,94,99,20,B+
584460,Michael Mcdaniel,71,38,45,C
585825,Frank Price,50,11,63,D
591993,Kelly Golden,96,25,69,B
556790,Matthew Hoover,39,64,15,D
511509,Alan Allen,88,56,45,B
513194,Alyssa Schmidt,37,41,73,D
597967,Jennifer Brown,57,93,10,C
523142,Matthew Jones,37,39,79,C
577537,Monica Baker,52,38,41,D
526459,Elizabeth Rice,71,87,100,A
516044,Kristin Gates,79,61,95,B+
552194,Richard Duncan,90,97,72,A
512711,Sylvia Johnson,22,40,48,D
563832,Nicholas English,100,82,33,B+
516316,Laura Young,98,55,35,B
568053,Patrick Spence,10,24,67,D
599356,Corey Sharp,87,29,15,D
580734,Brandon Alexander,15,18,68,D
525737,Scott Walker,16,99,91,B
517208,Jessica Bishop,35,48,42,D
502986,Michael Munoz,75,24,69,C
589250,Lauren Tyler MD,78,51,81,B
587607,Ethan Duncan,82,81,71,B+
543395,Krystal Owen,34,76,72,C
527138,Dr. Mark Collins DDS,36,33,15,F
559539,Shannon Malone,86,90,54,B+
520978,Tyrone Brock,45,18,90,C
519770,Brian Smith,32,35,80,D
513545,Paul Burke,82,41,66,B
542734,Mason Garner,61,92,20,C
568062,Christopher Reyes,38,57,40,D
592344,Brandon Morales,92,70,78,B+
535614,Shawn Vasquez,17,75,34,D
506085,Shannon Richardson,12,66,28,D
556076,Jesse Esparza MD,58,29,63,D
573343,Colton Miller,57,86,90,B+
577089,Jason Davis,62,81,47,B
506209,Dr. James Anderson DVM,69,45,100,B+
506483,Brenda Mcneil,99,82,34,B+
563428,Aaron Bradford,22,99,10,D
552529,George Ramirez,38,94,46,C
539407,Shawn Wiggins,98,29,49,C
540512,Jennifer White,74,18,12,D
559022,John Clark,58,47,53,C
595670,Shelly Yates,88,39,93,B+
551727,Nicholas Meyer,26,41,43,D
596772,Matthew Smith,74,81,71,B+
552771,Joseph Flores,25,77,20,D
572103,Debra Miller,74,99,34,B
563501,Joseph Monroe,57,61,55,C
576708,Brent Robinson,57,99,68,B+
571725,James Estes,42,21,76,D
534630,Heather Watson,37,37,80,C
520221,Kevin Hartman,99,44,89,B+
507941,Susan Moore,95,72,58,B+
588848,Julie Herring,51,69,86,B
568034,Sarah Davis,71,93,31,B
590809,Elizabeth Ferguson,78,20,98,B
538088,Danielle Murphy,31,33,31,F
548268,Dr. Anthony Bartlett,60,87,21,C
575220,Lindsay Howard,54,89,43,B
596151,Elizabeth Moore,50,73,40,C
583609,Terry Austin,44,85,89,B+
595904,Caitlin Johnson,96,46,13,C
594895,Jason Phelps,36,13,15,F
517501,Meredith Clay,61,65,97,B+
570803,Chelsea Suarez,44,49,19,D
585256,Catherine Maldonado,81,97,47,B+
588612,Alan Marquez,73,85,72,B+
529391,Marcus Horton,92,43,47,C
577250,Joseph Leonard,88,72,95,A
519854,Leah Goodwin,64,86,88,B+
560071,Miguel Pennington,90,79,19,B
575343,Andrew Thompson,26,40,90,C
547536,John Smith,22,43,93,C
540985,Robert Jacobs,41,63,40,D
540763,Amy Blake,62,79,41,C
532949,Benjamin Ward,82,63,65,B
506221,Kimberly Richardson,81,43,25,D
595873,Richard Arnold,30,95,85,B
510011,Jeanne Reed,80,22,17,D
552867,Ronald Nelson,10,77,58,D
511841,Alexandra Black,89,27,76,B
537998,Leslie Johnson,67,80,90,B+
563872,Amy Blair,81,28,92,B
518087,Richard Gonzalez,16,18,84,D
521110,Jessica Harris,88,81,29,B
510600,Samantha Mosley,43,45,28,D
550199,Kristin Parker,12,25,38,F
564882,Cynthia Smith,21,53,83,C
515962,Scott Higgins,39,91,22,D
543921,Debra Prince,47,44,57,D
557064,Steven Newton,77,88,57,B+
598250,Daniel Chandler,71,32,21,D
552326,Deborah Davis,37,38,55,D
567650,Jessica Thompson,53,60,58,C
520967,Gregory Martin,37,86,93,B+
554907,Jessica Franklin,81,26,80,B
561978,Andrea Lara,79,45,35,C
525454,April Brewer,67,26,10,D
547203,April Nguyen,32,85,35,D
525004,Andrew Robles,53,78,77,B
522134,Jennifer Collins,45,49,70,C
588410,William Wilson,87,13,53,C
557402,Laura Weber,41,79,22,D
554681,Michael Santiago,62,45,80,B
533944,Pamela Lee,100,79,12,B
515390,Keith Rios,38,66,32,D
541860,Jaime Chaney,30,22,50,D
599988,Andrea Fox,25,27,99,D
591092,Brian Dominguez,35,39,99,C
522073,Felicia Hayes,23,78,37,D
594984,Gail Williams,65,11,39,D
597255,Adam Gentry,23,98,39,C
503828,Jorge Moore,65,58,62,B
589902,Ashley Shelton,51,88,68,B
567649,Colton Rivera,41,17,95,C
579414,Roberto Mccarty,84,14,38,D
515787,John Howard,76,10,88,C
554574,Richard Singh,33,49,40,D
501633,Daniel Brown,54,71,80,B
592148,John Vincent,82,23,98,B
558259,Beverly Greene,37,20,55,D
528547,Lori Ewing,32,36,62,D
507405,Christopher Clark,31,71,33,D
554413,Chad Zhang,11,79,10,D
545070,Christine Gilmore,18,100,65,B
543995,Julia Snow,66,18,58,D
595972,Michael Warren,70,74,83,B+
558295,Norma Martin,85,53,77,B+
586840,Michele Holloway,86,70,45,B
588891,Sydney Fuller,98,84,79,A
553642,David Nguyen,47,98,22,C
548316,James Ruiz,40,93,49,C
563383,Patrick Ward,80,35,31,D
562486,Ricardo Moore,17,57,90,C
567171,Isabel Bennett,18,66,92,C
599893,Angelica Hernandez,32,52,93,C
558794,Dana Hawkins,36,32,10,F
577545,Michael Harmon,43,56,75,C
542524,Tiffany Hernandez,15,49,21,F
508520,Jordan Holmes,49,84,15,D
560008,Mark Salazar,68,60,88,B+
507223,Vanessa Parker,98,29,58,B
552747,David Scott,67,14,45,D
553114,Lindsey Schmidt,30,62,40,D
572337,Jerome Lewis,62,41,64,C
549183,Michaela Baker,78,38,75,B
504999,Mrs. Patricia Sanchez DDS,30,66,34,D
548312,Christopher Cox,71,100,92,A
550245,Olivia Lawrence,72,76,76,B+
596792,Amber Williams,54,19,12,F
586227,Nancy Anderson,90,81,62,B+
594192,Christine Richards,18,79,54,D
556200,Brenda Hill,51,81,63,B
578376,Denise Mason,99,65,94,A
517528,Perry Brown,78,91,53,B+
570711,Leslie Beck,35,60,29,D
515481,Catherine Becker,60,46,23,D
548191,Carol Stuart,36,89,67,B
594664,Alicia Barnes,84,53,42,C
505545,Jason Richardson,13,69,85,C
536218,Christopher Oconnor,94,77,25,B
501837,Joanna Hunter,78,30,82,B
544959,Elizabeth Gibson,54,54,99,B
589441,Matthew Fitzgerald,53,45,35,D
508900,Don Hickman,14,86,63,C
577448,Robert Chapman,15,13,25,F
523856,Karen Greene,51,43,18,D
588144,David Peterson,75,50,18,D
546630,Judith Holmes,61,18,15,F
509501,Regina Perez,17,98,22,D
545299,Carol Thompson,78,29,24,D
576300,Denise Rivera,37,39,63,D
555804,Steven Woods,13,18,77,D
563248,Zachary Lee,73,59,11,D
577210,Sarah Alvarado,12,91,49,D
527874,Taylor Russell,39,39,36,D
547638,Alexis Foley,37,92,33,C
543087,George Thomas,17,93,44,C
576153,Brian Wilkerson,35,98,88,B+
546219,Yvette Morris,28,69,31,D
518006,Adam Burton,52,81,77,B
582622,Jeffery Davidson,21,37,42,D
509268,Jordan Martin,18,68,23,D
597517,Anita Johnson,79,97,46,B+
